,Brent,Shanghai,WTI
139,77.62000274658203,77.47553303778763,67.58999633789062
140,77.33999633789062,77.22002033314656,67.04000091552734
141,75.91000366210938,77.87799012990502,66.18000030517578
142,75.47000122070312,76.81265509374451,65.30999755859375
143,75.5,74.92795416915807,63.689998626708984
144,72.83000183105469,73.77499135687876,63.13999938964844
145,73.16999816894531,73.963335411423,63.099998474121094
146,72.12999725341797,73.30175686345152,62.209999084472656
147,72.06999969482422,72.06764527698598,61.66999816894531
148,70.6500015258789,72.85094227440977,60.66999816894531
149,70.18000030517578,71.45020745013119,60.189998626708984
150,70.12000274658203,71.68015443274348,59.93000030517578
151,65.47000122070312,69.57270999856794,55.689998626708984
152,66.12000274658203,67.28778278954665,56.25
153,66.62000274658203,66.75300300710339,56.459999084472656
154,66.76000213623047,67.26528497380839,56.459999084472656
155,66.79000091552734,68.09860368575818,56.7599983215332
156,62.529998779296875,66.99322878868111,53.43000030517578
157,63.47999954223633,64.44041396200986,54.630001068115234
158,58.79999923706055,62.47294552918225,50.41999816894531
159,60.47999954223633,60.295068182735385,51.630001068115234
160,60.209999084472656,60.32492675408865,51.560001373291016
161,58.7599983215332,61.39038226346374,50.290000915527344
162,59.5099983215332,58.89628844859247,51.45000076293945
163,58.709999084472656,60.231936719936094,50.93000030517578
164,61.689998626708984,62.043689082992415,52.95000076293945
165,62.08000183105469,62.79877457774695,53.25
166,60.060001373291016,61.61206433177037,51.4900016784668
167,61.66999816894531,59.83986481125828,52.61000061035156
168,59.970001220703125,62.38817630857281,51.0
169,60.20000076293945,60.59904697422285,51.650001525878906
170,60.150001525878906,61.661108805680186,51.150001525878906
171,61.45000076293945,61.37519821598165,52.58000183105469
172,60.279998779296875,61.30190143032434,51.20000076293945
173,59.61000061035156,60.492861913576114,49.880001068115234
174,56.2599983215332,60.29407342359971,46.2400016784668
175,57.2400016784668,57.932756345281234,47.20000076293945
176,54.349998474121094,57.77100738651296,45.880001068115234
177,53.81999969482422,56.59418111957301,45.59000015258789
178,50.470001220703125,55.72450707870562,42.529998779296875
179,54.470001220703125,51.7953685905589,46.220001220703125
180,52.15999984741211,55.58052298421358,44.61000061035156
181,52.20000076293945,55.21972676237629,45.33000183105469
182,54.90999984741211,53.92947974033157,46.540000915527344
183,55.95000076293945,56.17174927391291,47.09000015258789
184,57.060001373291016,57.92376809548485,47.959999084472656
185,57.33000183105469,59.329682932174975,48.52000045776367
186,58.720001220703125,59.19708111612753,49.779998779296875
187,61.439998626708984,60.754210049265474,52.36000061035156
188,61.68000030517578,61.84341878170049,52.59000015258789
189,60.47999954223633,62.895028508012864,51.59000015258789
190,58.9900016784668,61.342797227433834,50.5099983215332
191,60.63999938964844,61.51822919371458,52.11000061035156
192,61.31999969482422,62.6425721434286,52.310001373291016
193,61.18000030517578,62.93664851377636,52.06999969482422
194,62.70000076293945,63.76007168392187,53.79999923706055
195,61.5,63.922441090900854,52.56999969482422
196,61.13999938964844,63.522842635895785,52.619998931884766
197,61.09000015258789,62.68590884033355,53.130001068115234
198,61.63999938964844,63.46867779975158,53.689998626708984
199,59.93000030517578,62.551880638604445,51.9900016784668
200,61.31999969482422,62.052400829139394,53.310001373291016
201,61.650001525878906,63.14616873873382,54.22999954223633
202,61.88999938964844,64.26922907383887,53.790000915527344
203,61.869998931884766,63.166064521978896,55.2599983215332
204,61.5099983215332,63.70295524767631,52.40999984741211
205,62.41999816894531,62.93253273033473,53.099998474121094
206,63.61000061035156,63.856491230293415,53.900001525878906
207,64.56999969482422,65.36083189793311,54.40999984741211
208,66.25,65.61613719659307,55.59000015258789
209,66.44999694824219,68.16737504018162,56.09000015258789
210,67.08000183105469,67.5377720625654,56.91999816894531
211,67.06999969482422,68.04755539986509,56.959999084472656
212,67.12000274658203,67.98529566515417,57.2599983215332
213,64.76000213623047,66.88315465435805,55.47999954223633
214,65.20999908447266,64.75390429506358,55.5
215,66.38999938964844,65.42572097667056,56.939998626708984
216,66.02999877929688,65.76231501718232,57.220001220703125
217,65.06999969482422,67.12983875024062,55.79999923706055
